cleaned_tweet,label
መደራጀቱ የውድ ሳይሆን የግድ,1
ወክላ የወጣችውን ኢትዮጵያዊቷን ለተሰንበት ግደይን ትቶ ሆላንድን ወክላ የወጣችውን ሆላንዳዊት ሲፈን ሀሰንን የሚያንቆለጳጵስ ትውልድ የተፈጠረብሽ ኢትዮጵያ አደርሽ,1
ኤርሚያስ ለገሰ አሜሪካ ቁጭ ብለህ አዲስ አበባ የሌለ የውሸት ታሪክ ለእነ እዝቃዬል ጋዲሳ ስትቀደድ ኢዜማ በአንድ ኢትዮጵያዊነት በመላው ሀገሪቷ አደራጅቶ እየጨረሰ ደሞ ብለህ ትተረተር ይሆን,1
የኢትዮጵያ ፕሪምየር ሊግ ዛሬ ተጀምሯል የውድድር ዘመኑ የመጀመርያ ጎል የፍፁም ቅጣት ምት ጎል በራስ የተቆጠረ ጎል ቢጫ ካርድ ቀይ ካርድ የሚከተሉት,1
ስራን ለነገ ማቆየት አስፈላጊ,1
እናቴ ኢትዮጵያን ሳስብ ያሳለፍኩት,1
ታሪክ እውቀት በተስፋፋበት ዘመን ቴክኖሎጂ በተራቀቀበት ወቅት የነበረ አልያም የጀመረ ስላልነበረ ግላመረስ ላይሆን ይችላል ነገር ስህተት ለማ,1
ሀጢያቶችህ ይቅር የማይባሉ ነፍስህ ትጠፋለች እናም ትውስታህ ከርሱ ትሆናለች ላክ የሁሉም ገሀነም ፍጥረታት ጠበቃ,1
በመለስ ዜናዊ መታሰቢያ ፓርክ ከሚገኙት አገር በቀል እፅዋት አንዱ የሆነውን እሬት ሳይንሳዊ ይዘቱንና ጥቅሞቹን እናስተዋውቃችሁ,1
ስእል መውደድ የነጭ ያረገው ማነው,1
ከስደት አንዱ መጥፎ ነገር በቅርብ የምታውቁትን ሰው ቀላል ሞቱን የምትሰሙበት ሁኔታ ድንገት ድንጋጤ አያስለቅሳችሁም ማለት እንዳለባችሁ እንኳን አታውቁም,1
የሲዳማ ህዝበ ውሳኔ ኢትዮጵያ እየሄደችበት ያለውን የዴሞክራሲ ጎዳና አመላካች ብለዋል ጠሚው ጥሩ ትልቁ ጥያቄ የዲሞክራሲ ጎዳናው የክልልነት ጥያቄ ያቀረቡትን ሌሎቹን የደቡብ ዞኖች ያልፍባ,1
እንደዛ ማለቴ ቤተበተደጋጋሚ የፖሊሲ አረፍተ ነገሮች የሉትም የመጀመሪያ ቶች ብዬህ ነበርአለ ካልክ,1
በእስክንድር ነጋ በሚመራው የአዲስ አበባ ባለአደራ ምክር ቤት የሚመሰረተው ፓርቲ ስያሜ ባልደራስ ለእውነተኛ ዴሞክራሲ የሚል,1
ሰሞኑን ዌብ እድሳት አሉ እየሰራ,1
በወያኔ የጭካኔ እስር ቤት በነበርክበት ሻማ አብርቻለሁ ተሰልፌ ጩኸቴን አሰምቻለሁ በምታራምደው መጨረሻውን ግልፅ ባልሆነ የኢትዮጵያን,1
እናት ስለተመሰከረላት ጀግና ነች እሧ እማ ባትኖር ጎዶቹ ጉድነበር እናት ሜታ ዳታ የቢራቢሮ ያክል ነች የክፋት ትብብራቸውን የደረመሰች የምትደመርስ እናት እማ የጀግና ጀግና ነች አገር,1
እንስሶቹ ፌደራሊዝም ለሰዎች አይሰራም ስለዚህም ገዝግዘን አፍርሰን ሰዎችን በሚመጥን ፌደራሊዝም እንተካዋለን,1
የብሄሩን መሰለኝ እንደሚገናኝ ይስጠላሀል,1
ቱሪናፋ ያለንበት ወቅት የቁርጥ ሀይሎች ከትግራይ ህዝብ ይሰለፋሉ አልያም ጥግ ይይዛሉ አሰላለፉ መለየት አለበት አለበለዚያ በትግራይ እንለኩሰዋለን ባሉት,1
የፈረንጅ ክሪስማስን አያከብርም በቀኝ ግዛት ያልተገዛን ኩሩ ህዝቦች ነን የራሳችን የቀን መቁጠሪያ ያለን ድንቅ ህዝቦች አለ ሳሎኑ መሀል የተከላት የክሪስማስ ዛፍ ፊኛ,1
ሮሜ የእግዚአብሄር መንግስት ፅድቅና ሰላም በመንፈስ ቅዱስም የሆነ ደስታ መብልና መጠጥ አይደለችምና,1
በጦርነት መሀልም ምርጫ ተደርጎ ያዉቃል በአለም ታሪክ,1
ዛሬ ጠዋት በተካሄዱት የኦሮሞ ዴሞክራሲያዊ ፓርቲ ኦዴፓ የአማራ ዴሞክራሲያዊ ፓርቲ አዴፓ አስቸኳይ ስብሰባዎች ሁለቱም ውህደቱን በሙሉ ድምፅ አፅድቀዋል ከብልፅግና ወደፊት,1
ስሜን ወሎ ዞን ግዳን ወረዳ የቀድሞው ላስታ አውራጃ አካል ትምህርትቤቶቹ የሚገኙት በወረዳው ወንዳች ተብላ በምትጠራው አነስተኛ የገጠር ከተማና ብርግነት,1
ሀ ብለል ፊደል ቆጥረህ ስታበቃ ሀ ¡ ረስተህ ቁቤን ደረደርክ ፍትሀዊ የፊደል አጠቃቀም የማያውቅ ፍትህ ቂብ ያልክ የመጀመሪያው ፍጡር,1
የእኔን የወንድሜን የእህቴን የእናቴን የአባቴን የጎረቤቶቼን የአካባቢዬን የከተማዬን የሀገሬን ደህንነት መጠበቅ ግዴታው ሲጠበቁ ተማሪዎቻችንም ይጠበቃሉ,1
አቃቂር እውነት አህመዲን ሞጣ አልሄደም ሞጣ አህመዲን የመጣው አሉ,1
ከለውጡ በዋህላ አዋቂ ጀግና ፖለቲካ ተንታይ ነኘ ባይ አንዳንድ አፍሪካ መሪዎች ወደው ሚሆኑት,1
የኔ ሳይበላሽ ወር አለፈው ቀላል ስኬት,1
ለመጨረሻ ላጀናጅናት የነበረችቱን ካገባኋት እርግፍ አድርጌ ትቼዋለሁ,1
ቴሌቭዥኑ ሱራፌል ወንድሙ ከኦሮሞ ነፃነት ግንባር ሊቀ መንበር ዳውድ ኢብሳ የኢዜማ መሪ ብርሀኑ ነጋ ለቃለ መጠይቅ ተቀምጧል ሱራፌል ስለሆነ የሚረባ ነገር ብንጠብቅ አይከፋም,1
ከሱስ መውጣት ከባድ ለሚሉ ሰዎች ትልቅ አርአያ,1
አንቺ በታክሲ አትሄጂ ደረሱብሽ ደሞ አገር ቤት ገባሽ,1
ወዊ ሰላም ላንተይሁን ምሽት በኤልሻዳይ ቴሌ የቤተሰብ ፕሮግራምህን ከባለቤቴ በመሆን ተከታትያለው ወትሮም ቢሆን ደቂቃ ትምህርትህ ላላጠ,1
ከሚቀጥለው ሰኞ ጀምሮ በሚኒስትር መስሪያ ቤቶች ደረጃ አዳዲስ ሹመቶች እንደሚኖሩ ከወደዛው አካባቢ ወሬ ሰማን,1
የመንደር ሽፍታ አሸነፈው ድንጋጤው አለቀቀውም ደርግ ቀይሽበር ኢሀፓ እያል ሲገለው ወያኔ ነፍጠኛ እያለ ሲያሽማቅቀው ሌሎቹም በኢኮኖሚ እንዳይታትር በፖለቲካው ነቃ ብሎ,1
የመጨረሻ እስትንፋሳ እስኪያደርጉ ድረስ ከፍተኛ ስቃይ ይሰማዎታል የደምዎ መስመር ይሰቃያል እናም ከሞተ በኋላ ሲኦል ዋሻዎች ይገባል ከሰራው ሀጢአት እራስዎን ለማዳን ምንም,1
ከድርጅት ህልውና ከግል ጥቅም በላይ በማያስቡ አድርባዮች የተሞላ ፓርቲ መለኮታዊ ሀይል ካልሆነ ለቀጣዩ ምርጫ አማራጭ ለመቅረብ የሚያስችለው የመዋቅርም የርዮተአለም ለው,1
ጭራሽ ትዊተር አንያችሁ,1
መኪና አስመጪዎች በረቂቅ ኤክሳይስ ታክሱ ዙርያ መግለጫ ለመስጠት ሚድያ ጠርተው የነበረ ፍቃድ አላመጣችሁም ተብለው እንደተከለከሉ ገልፀዋል,1
ዲን ዳንኤል ክብረት ፍቅር ያስተማረው ክፍል ሶስት,1
ጥቁር በአማርኛ,1
የአረብ ሀገራት የውጭ ሚኒስትሮች በሊቢያ ወቅታዊ ውይይት አደረጉ,1
ቆይ ሚሊኒየም አዳራሽ ብግባ ሳልረጋገጥ እተርፋለው,1
ግለሰብ የአማራ ክልል መንግስትን በአክትቪስትና በአክራሪ የኦርቶዶክስ ህገወጥ ተግባርና አሳፋሪ የእምነት ነፃነት በመጠበቅ መልካም ማለት ይቻላል,1
የኢትዮጵያ ሙስሊሞች ብሎ አላለም አገራችን ድሮም አሁንም በተለይም በአባይ ውሀ ጠላቶች እንዳላት የታወቀ ነገር እየስነጠቁ ህዝቡን,1
እንደውም ወደፊት ፀባዬ ተሻሽሎ ውሻ ከወደድኩ ካሳደኩ ሳላስፈቅድህ ሁላ አቦል ብዬ እንደምጠራው ቃል ገባለሁኝ,1
ሀሚልተን ቲቪ ይክፈቱ ጀበሉ ንግግር በማድረግ,1
መጀመሪያ ተወዳደሩ ሳይለን,1
ህፃን ልጅ ብዬ ጭኔን ባንተርሳት እንቅልፍ ወሰዳት እውነትም ህፃን,1
ከየትኛውም ክልል የሚመጣ ተማሪ ከሌላው ክልል ተማሪ የተሻለ ህይወት የለውም ቢኖረው ኑሮ ሀገር አቋርጦ ቦታ አይሄድም በአጠቃላይ ከደህንነት ለመውጣት የሚጥር ድሀ,1
ዝቅጠት ሀገሬ ብራዚል ሆና ፖሊሱንስ መች ይፈሩታል ከጎን ለጎን አብሮ እየሄደ,1
ብር ቢሆን አሪፍ,1
እንዳቺ ሰው ቢኖር የደም የተጠየቅሽው,1
አስተያየት መስጠት ትምሮ የግእዝ ቁጥር ማንበብ ድፍሮ ነሽ መሰለኝ ጀለስ ለማንኛውም ደግመህ አስተያየት ከመስጠትህ በፊት የለጠፍኩትን ደ,1
የሚያጠግብ እንጀራ ከምጣዱ ያስታውቃልና ፈጣሪ አምላክ የብልፅግናችንን ደስታ ለዘላለም አፅንቶ ያኑርልን አሜን ጥሌዘመቂ,1
ሳይጨብጥ ሰው ሳያስገድል መንገድ ሳይዘጋ እልፉን ነፃ አውጪ አእላፉን መንጋ አንቀጠቀጠው እስክንድር ነጋ ድል ለዲሞክራሲ ️ ድል ለኢትዮጵያ,1
ጉድጓዱን የቧንባ ስራዉን ጨምሮ ብር,1
አቦ ሌሎቹ እቁብ ቦታ ሄደው ብለህ ተመዝገ,1
ነጋን እንደምትፈሩ እግዚአብሄርን ብትፈሩ በደረሳችሁ ያው ግልፅ ጦርነቱ በይፋ ተከፍቷል እስኬው የአንድ ሺህ ሰው ግምት እንዲህ አንቀጥቅጥልኝ,1
ድረስ ቦታዎች በላይ የተቃውሞ ሰልፎች ተደርገዎል ሚሊዎኖች አደባባይ ወጠዎል የህዝብ ድምፅ የሚሰማው ሲሞላ,1
አያዋ ብጣእሚ ልገርም ትህትና ለለዎ መኽበሪ ሰብ ጭዋ ቆልአ እዬብቀደማይ ታይ እዪ ስሀ ልባእልሀ ብተክሊል,1
ቪድዮውን እየው ታሪኩ ፊልም የሚመስለው,1
ሚስት እጅና አይን ሊሆኑ ይገባልእጅ ሲጎዳ አይን ሊያለቅስ አይን ሲያለቅስም እጅ እንባን ሊያብስ ይገባል ቅዱስ ዮሀንስ አፈወርቅ,1
መሆን አያስፈልገንም ልላችይ ትየቆመለ ይላ ኑላፕሮውአ ርገናመለ ንውያሪመጀመየ ቀጥሎ መሞከር የሚፈልገው ልጋልፈስያ ርገነ ኝሳወ ልህያ ቅለጥመለ,1
ዛሬ ማታ ዶሮ ለመስራት እየተሰራ መሆኑ ተገለፀ,1
ቃል ምስጋናን መብርህን አማኑኤል ኢያሱ ብዛእባ ቅብፀታዊ መጥቃእቲ እሱባት ህግደፍ,1
የኢህአዴግ አባል የነበሩ ድርጅቶችና አጋሮች በውህደት አዲስ ፓርቲ የመመስረት መብት ቢኖራቸውም ኢህአዴግን መውረስ አይችሉም አቶ ጌታቸው ረዳ,1
ክስ ተመስርቶባቸዋል,1
ክትክታ ደሞ አላውቅም♂️,1
እኮ የረብሻ ብህሪያ በድፍረት የወጣችው ዚን እንዳሻው ሲሆን አይቸ,1
ከቀረጥ ነፃ ሲሆን ከአገርውስጥ ቀረጥ ከፍለን በገባ ወረቀት አትመን ተወዳዳሪ ሊያደረግን አልቻለም ለሚባለው ቀረጥ ከፍለው የገባና መፀሀፍ ሲያትሙ ላተሙት መፀሀፍ የከፈሉት,1
ቃላቶች ለካስ ትርጉም አላቸው,1
የኔ ቆንጆ በተለይ ነጭ ልብስ አትልበሺ,1
ከእኛ ሳተላይት የተገኘ መሆን አለበት ይህንንም,1
ዳቦ ብር ገብቷል ለማለት አመሰግናለው,1
የፍርሀት ሀአ ሰዎች,1
ተፃራሪ ሀቅን መርጦ መተው ከመዋሸት በምን ያንሳል ለበጎስ ስራ እውቅና መስጠትስ ውዳሴ የሆነው ጋዜጠኝነትህን መጥቀሴ የሙያውን መሰረታዊ መርህ ጠንቅ,1
ለጠላ ያለኝን ፍቅርን አማልክቱም ያውቃሉ እንደው እኔንም አትርሳኝ,1
የረጅም ብሶቴ አሁንም ተዉኝ,1
የጁሀር ስራ ጭራሽ ብሎ ብሎ ቀኑን ገለባበጠው,1
በፍፁም የኢትዮጲያ ህዝብ ጠንቅቆ አውቋችዋል በቃን ፍቱን ትክክለኛ ለውጥ እንሻለን ለሌላ ባርነት እስር ግድያ አንዘጋጅም,1
ቱግ ብዬ አላውቅም አሉባልታ ያለመረጃ ማውራት ስድብ አይመስለኝም ስድብ ሮጠህ ከመግባትህ በፊት ያልክበትን,1
የመጀመርያ ጨዋታዎች ለአዲስ አሰልጣኞች ጫጉላ ሞይስም በዌስትሀም አግብቶ ረምርሟል የመጀመሪያው አጋማሽ አርሰናል ግማሽ ምርጥ ግማሹ ጉብዝናው በሙሉ ደካማው ማንቼ ተሸፍኗል,1
ወረዳ ታግተው ከነበሩ ታዳጊዎች ኛው ህይዎት አልፏል በአጋቾቹ በጥይት ተመቶ ቆስሎ የነበረው ታዳጊ በጎንደር ሬፈራል ሆስፒታል የህክምና እርዳታ ቢደረግለትም መትረፍ አልቻለም,1
መንግስት የለም የሚያሰብል ብዙ ወንጄል አይተናል የደምቢ ዶሎው የእህቶቻችን እገታ በመንግስት ተስፋ አስቆርጦኛል በቦኮ ሀራም አለም የተጠየፍነው ወንጄል እስኪደርስ,1
ወር ቆይተሽ አልሰጥም ትያለሽ ያን ዳሌ ተሸክመሽ ከንፈርሽን አሞጥሙጠሽ ምስኪን እባክሽ ስጪኝ ሲልሽ ድምፅሽን አርገሽ አልሰጥም ትያለሽ እንች ልጅ ክፍ ነሽ,1
ሶምሶንም ሁለቱ አይኖቼ ፍልስጥኤማውያንን እንድበቀል እግዚአብሄር አምላክ ሆይ እባክህ አስበኝ አምላክ ሆይ ይህን,1
እንስቶች በተፈጥሮአቸው መኖርሴኩሪት የሚፈልጉትየተሻለ ካገኙ ያን ሚሰጥ ለሌላው ነገር ግድ አይላቸውም,1
ሀጉለሀሰን የሀገሬን ጉብልጉብሊት ለሀገሬ ሰው ንቅናቄ ካስሽ የኔና ያንተ ፓርቲ,1
ይኸንን መንፈስ ማወቅ ለሚታለመው ዲሞክራሲ ስኬት ወሳኝ,1
ያሳዝናል ድል ለዲምክራሲ,1
የሚያደርገው ምንድነው ማእከላዊ,1
አሳዳጆች ደሞ በተራችን ተሳዳጆች ሆንን አለህ እኮ ህሊናው የቀጣው ጥፋቱን ያመነው ቢኒያም ከትህነግ ጥፋቱን ያመነ ሰው,1
የጌት አምልኮን ቤተሰብዎን ይቀላቀሉ ልጆችዎ የልጅ ልጆችዎ ልጆቻቸው ለአስር ትውልድ በአንድ አይን ባልሆኑ እግሮች የተረገሙ ይሆናሉ,1
ገና የስጦታ ደስታን ለሌሎች የማካለል በአል በእኛ ምክነያት ሌሎች ህይወት እንዲበዛላቸው ደም በመለገስ ትልቁን ስጦታ አናበረክትላቸውም ደም በመለገስ የዜግነት,1
ገባህ ምግብ ለስራ ሴፍቲ ኔት ምናምን,1
ኢትዮጵያዊ የተባለ ፍጡር ጀበልም አብይም ይመጡንታል ካለ ሚዛናችን ተቀምጠን የምንሰቃየው,1
መቼም ከናንተ የተሻለ ሲመጣ ያማችኋል የህውሀት ክፉና መጥፎ በሽታ,1
በጎንደር ወልቃይት ጠገዴ ወረዳ አንገረብ ወንዝ ኪሻ ቢገደብ በቀኝ ለፍራፍሪ ለበቆሎ አመች የሆነ ለሰሊጥ የሰለቸ መሪት እያለማ በግራ ፌት ለፊት በጋብላ ዘልቆ አስከ,1
ሌሎች እርምጃው የስልጣን ጠቅላይነትና ፖለቲካዊ አላማ ያለው ሲሉ ያስረዳሉ እኔም እንዲሁ አስባለሁ,1
አሀ ጣልያን እሽሩሩ እያላችሁ ለካ,1
እንኳን አትጠፋም ከዛ በላይ ከፈለገች እኮ ፍርሀቴ ጄሪ ☺,1
ቲቪ ቤቲ ሾው ከኡስታዝ አህመዲን ጀበል ክፍል,1
ሻይ እየጠጡ ቢሮ አያወሩም ኢሄን የሚያክል አዳራሽ ለሰባት ሆነው ብርድ ከሚመታቸው,1
ዳውድ ኢብሳ ብርሀኑ ነጋ ፕር,1
እራስን መሸወድ መጨረሻው መራራ ስለሆነሁሉም ሰው ቢቻል ለራሱ ታማኝ መሆን የፈለግነውን ለመሆን መጀመሪያመንገዱን አሳምሮ ማወቅ ባይቻልም አቅጣጫ ማስመር ያስፈልጋል ቀናቶችሲወፍ,1
ባለፈው ኢትዮጵያ ስለመጡት አንበጦች ይህንን ሰማሁ,1
ከምርጫ ማግስት ጥምር መንግስት ተመስርቶ ጃዋር መሀመድ የመከላከያ ሚንስተር ቢሆንስ,1
እንዳንቺ የማላውቀውን ሊያጋሩኝ የሚመጡት ችግሬ ገና ለስድብ የሚመጡትን ሳስብ ነገር የተከላከልኩኝ መስሎኝ,1
ብዙ ወንዶች ለዛች ልጅ ብብት ጠበቃ ሆናችሁ ፈረንጁን ከማግባቷ በፊት የምትላጩላት ነበራችሁ ዱቄት ሁላ,1
በሁሉም ዘርፍ የጠራ በየዘርፎቹ ባለሞያዎች የተፃፈ ፖሊሲ ያለውን ኢዜማ ረሳህው,1
የአዲስ አበባ የቤቶች ልማት እቅድ ትችቶች እየቀረቡ,1
በለጠፍኩት ቪዲዮ ቃል በቃል ህገመንግስቱ መግቢያ ተፅፏል ብሏል ህገመንግስቱ እንደዛ ነገር የለም ስለዚህ ነጭ ውሸት ዋሽቷል አንተን ብሆን ለእሱ አፍር,1
የአንዱአለም ጭንቅላት መቼም ታስሮ አያውቅም ሁሌም ነፃ,1
አንቺ መካከለኛ ባለሀብት አይደለሽ ሀብታም እህት አለችኝ እያልኩ ስኮፈስ,1
በራስ ለማስተዳደር በፉከራ የሚመጣ ነገር የለም በቀረርቶም የሚሆን ነገር የለም ተግቶ መስራት መፍቴያችን ኢዜማ የሁገራችንን ችግር ይፈታሉ ብሎ ባዘጋጃቸው ፖሊሲዎ,1
ጌታ ሆይ ♀️ የምር ልሄድ ♀️,1
♥♥♥ ምርጥ ሙዚቃ ከወገብ በታችና በላይ ውዝዋዜውን ተመልከቱት እስቲ ይህንን ስንስል ማንነት መለያየት ይቻላል,1
ተማሪዎች እርስበርሳቸውን መገዳደል ትተው አብይ አህመድን ከስልጣን ለማስወገድ ከማህበረሰባቸው መደራጀት ያለባቸው ይመስለኛል,1
ነፍጠኛ ክብርና ሞገስ ለነፍጠኞች ቅድመ አያቶቻችን,1
ኢህአዴጎች ወንድማችን የሚል ፖሰቲቭ አመለካከት ሊኖረን ይገባል መቃወም መደገፍ የለብንም አለ,1
ባንድ ወቅት አባት በድንገት ይነሱና ቆጥ ሰርቼ ከሰው ተነጥዬ መመነን እፈልጋለው ይላሉ በገዳም ያሉ የበቁ አባቶች አይሆንም ያንተ ፀጋ አደለም ቢሏቸውም አሻፈረኝ ካልሆነም,1
ለአዲሱ ስርአተ ትምህርት ዝግጅት እንዲያግዝ የነባሩን ስርአተ ትምህርት ጠንካራ ደካማ ጎኖች ለይቻለሁ ብሏል ትምህርት ሚኒስቴር,1
እሺ ለእኔ,1
አጀንዳችንን አንዳንረሳ አስቀድመውም አህመዲን ጀበልን የኮነኑት ለሌላ ሳይሆን አህመዲን ንፁህ እያልክ እየተከራከርክ መስጅድ አቃጥሎ የጨፈረውን እንድትረሳ,1
መግባቱስ ደግሞ እንዲህ ዘለግ ዘለግለግ ወግ ከቶ ከየት ይመጣ ነበረ,1
ሪፖርት ሀዋሳ ቅዱስ ጊዮርጊስ ያለግብ አቻ ተለያይተዋል,1
በነገራችን ዘፈን ሲገባህ ታፍራለህ,1
እያደር አዲስ ብለንሻል ጉግል ምንድን የሚለው,1
ወረዳ ለጥር ዝግጅቱ ተጀምሯል‼ ጥር በአዲስ አበባ ስብሰባ ማእከል አዳራሽ የወረዳ የኢዜማ ደጋፊዎችን ነዋሪውን ለህዝባዊ ውይይት ለመጥራት ቅድመ ዝግጅት,1
በወቅታዊ ጉዳዮች ከጋዜጠኛ ዲኑ አሊ ያደረግነው ቆይታ መጣው ያለተሰሙ ጉሳዮችን ይነገረናል ያድምጡት,1
አዲሱ አመት ግምገማዎች ግምገማዎች ውሳኔዎች በይፋ,1
ነህ ሳልጠራ አቤት ምለው መረጨት ከሚፈልጉት,1
እሜትዪ ሰዎች ገንዘብ ከፍለው ሲማሩ የፓለቲካ አመለካከታቸውን ቁም ሳጥን አስቀምጠውት ይመጣሉ ብለው የሚያስቡት ጉዲ ሰዲ አለ ኦሮሞ,1
ድርጅቶች ፊርማቸውን አኑረው ብልፅግና ፖርቲ መመስረታቸው ታሪክ ተቻችለን በእኩልነት ኢትዮጵያን መልክም ስራት እናሸጋግር መባሉን ውሱን ጏጣዊ አላማን እፅንፎ የያዘ ይቃወመዋል,1
ያለው የኢኮኖሚ ሪፎርሙ እየተተገበረ ያለበት አቅጣጫ ባጭሩእነ ዝለሉ ስሉንእኛምን ያክል ከማለት ኢንች የዘለለ ይህችን ምስኪን ሀገር,1
የተሻለውንና በውጭ ሀይላት የማይሾፈረውን ቤተመንግስት መቀለ ለመገንባት መሰለኝ ትግራይ የሄዱት ከመንግስት መቀመጫነት ሙዚየምነት እየተለወጠና ለሬስቶራንትነት,1
አዋን በሰመመን ሳይነቃ ኖሮ የሚያልፍም አለ,1
ምርጫ ለመኖሩ እርግጠኛ ነህ ምርጫው ስለማይደረግ አብቹ ያሸንፋል,1
ፌር ከሀያዎቹ ባንዲራዎቹ አስራ ሶስቱ የኢትዮጵያ ባንዲራ ሲሆኑ ሰባቱን የተቀሩት ሀገራተከፋፍለውታል የአሜሪካንና የተቀረው የአለም ሀገራት የምጣኔ ሀብት,1
እኔም የማውቀው ጋሽ ባህታም ዘፍነውት ይሆን,1
የዳኛ ጎረምሳ የለም ዩ አር ኦልድ,1
መጠጥ ቤቱ ክልል,1
እሄን ደሞ ኡነት ውሸት በለን እስቲ ማስረጃ እናቅርብ እስቲ ዳኝነት ስጥበት,1
ካስሽ ሀሳቡን የማይቀይር ሬሳ አልክ ትናንትና የለሁበትም ያልክ መስሎኝ,1
ቀላል መስሎን ከቤት ስንወጣ ሊማሊሞን ስናልፍ አላማጣ መጣ ተሰማ እሸቴ,1
ዛሬ በጠቅላይ ፍቤት የስራ ክፍሎችና የተገልጋዮች መስተንግዶን ለማየት ድንገተኛ ጉብኝት አርገን ከጠበቆችና ተገልጋዮች ያገኘነው አስተያት ገንቢ ለምሳሌ በሀገሬ ፍትህ,1
አጋቾቹ እነማ አላማ እገታውን ፈፀሙት መንግስት እንዴትና በምን አግባብ ታጋቾቹን አስለቀቀ ያልተለቀቁ አሉ ላጋቾቹ የተከፈለ አለ ለሚሉትና,1
በህዎቴ,1
ኧረ በእሪ በከንቱ ኮንዶሚኒየም ሳልፍ ትዝ ብላኝ,1
ውጬ ተፍቼው እንዳለ ሻርኩ ሀጥያት ሻርኩህ ሀጥያትህን የማትነግሩት የስምን መልአክ ትርጉም የማትሰጡት አሳ አጥማጅ በተረት ተረት,1
ተንከራቶ እንደቀረ በምን እርግጠኛ ሆንክ,1
ከለውጡ ከገፉ ከሚነሳ ጉዳይወች ከዋናወቹ አንዱ የህ አመታት ያስቆጠረ ችግር ሊታይ ይገባል ችግር እየፈታ የለው ለውጡ ልብ ሊለው ይገባል ድረስ ቆይቶ በመስማታችን ያሳፍራል,1
ዮሀንስ እውነተኛ አምላክ የሆንህ አንተን የላክኸውንም ኢየሱስ ክርስቶስን ያውቁ ይህች የዘላለም ህይወት,1
ብልፅግና ብልግና ለአፋቸው ለከት የሌላቸው በሚናገሯት እያንዳዷ ቃላት ህዝብ የሚያስፈጅ የሚያጋጩ የኦሮሞ ፓለቲከኞች እንደፈለጉ እየፏለሉ ክርስቲያን ታደለ በፍርድ እ,1
የሚለው በምርጫ ለማለት,1
የዘመኑ ልጅ,1
ክልል ቤንች ማጅ ዞን ደቡብ ቤንች ወረዳ በሚኖሩ የአማራ ብሄር ተወላጆች በተሰነዘረ ጥቃት መኖሪያ ቤቶች ተቃጠሉ ጥቃት የተሰነዘረባቸው ነዋሪዎች ሸሽተው ሚዛን,1
በአፍሪካ ሀገሮች የተላከ የሳተላይት ብዛት ግብፅ ደቡብ አፍሪካ ናይጄሪያ አልጄሪያ ሞሮኮ በትብብር የተላኩ ኢትዮጵያ,1
ደርሰዋል በደንብ ሩዝ አለምን እንዲያጠፋ ከእኔ አብረው ወደሚሰሩበት ሲኦል የመጨረሻ በሮች በደህና መጡ ጊዜዎን ይደሰቱ,1
ህይወታችሁን ለማንም ፖለቲከኛ ፓርቲ አትስጡ ክርዳችሁን,1
ጎንደር ዩኒቨርሲቲ በተቋሙ መረጋጋት እንዳይፈጠር እንቅፋት ሁነዋል ባላቸው መምህራን ተማሪዎች የአስተዳደር ሰራተኞች የጤና ባለሙያዎች እርምጃ ወሰድኩ አለ,1
የኢትዮጵያ የኤርትራን ግንኙነት የማጠናከር ጥረት,1
አዲሱ የባዳር ከንቲባ ዶር መሀሪ ከኖርዝ ቴክሳስ ዩኒቨርሲቲ በትምህርት ዘርፍ አግኝተዋል እንዷንድ የከተማዋ ነዋሪ በቀጣይ ቀናት የሚሰሩትን ገምግሜ አስተያየት,1
ስትወሰልት እዛው በዛው የእጅህን ስታገኘው መልካም,1
አሪፍ የፍቅር ሙዚቃ ጋብዘኝ ስትለኝ የካሳ ተሰማን ፋኖ ፋኖ ጋበዝኳት ይሄዳል,1
ሲሳይ ቢሆን የአለም ሀብታም እሆን አይኔን ቅል አሳክላኝ ለሳምንት ትት ቤት አልሄድኩም,1
ኢኮኖሚ በያዝነው አመት እድገት ያስመዘግባል የኢትዮጵያ ብሄራዊ ባንክ እድገቱ የአለም ባንክ,1
ህግ አሰከባሪ አካላት መጀመራያ ለስራቸው ታማኝ ለህዝቡ ቅን አገልጋይ ቢሆኑ ነገር የሚቀል ይመሰለኛል ለሀሳብ ክብር,1
ሰውዬ የሰራውን የመደመር ካልኩሌተር አድርጎት ኦፌኮ የገባው ያመጣውን ለውጥስ ለማን ትቶት እንቁራሪት ሆነህ እንደዝሆን ስታደርግ ትከርምና ያው,1
ህወሀት ቅዳሜ እሁድ ትሰበሰባለች አሉ ስብሰባውን ተከትሎ ሚስኪን አሀዳውያን ሲያለቃቅሱ ሲነጫነጩ ዊክ ኢንዳቸውን መና አስቀረችባቸው ማለትም አይደል ምፅ,1
ነፃ የጋዜጠኞች ማህበር ተመሰረተ የሚባለው በስራው ሲያስመሰክር,1
የዚህ ችግር እኮ የውጭዎቹ ወደምርት ገብተዋል ሲባል እኮ ብቻቸውን መሆኑ በዝቅተኛ መጠን ቢሆን አብሮ የሚሰራ ኡትዮጵያዊ ሸሪክ ያስፈልጋል የውጭዎቹ ሲወጡ,1
