tweet,sentiment
መጽሐፍ _ቅዱስ ውስጥ ከታዘዝ እሺ,neutral
ዛሬ ማታ ከምሽቱ 3:00 በ ኑር-አል ሁዳ ቲቪ አህመዲን ጀበል ለሙስሊሙ ማህበረሰብ ወቅታዊ እና ወሳኝ መልክት ያስተላለፈበት ፕሮግራም እንዳያመልጦ,neutral
ይሄ ሕዝብ መምራት ሳይሆን ሕዝብ መሸወድ ነው የሚባለው። ዲሞክራት ነኝ ብለህ ሕዝብ ከመረጠህ በኋላ አይ ሪፑብሊካን ነኝ ብትል ሐሳብ ማመንጨት ሳይሆን ማጃጃል ነው የሚባለው። ሌብነት ነው።,neutral
16 የመንግስትና የግል መስሪያ ቤቶች የኢትዮጵያ ኤሌክትሮኒክስ አንድ መስኮት አገልግሎትን ተግባራዊ ለማድረግ በዛሬው እለት ተፈራርመዋል።,neutral
እንኳን ነገርከን ጎረቤት መሆናችንን እኛ እኳ በሀሳብ የምንለያይ ወንድማማቾች ህዝቧች ነን ብለን ነበር የምናስበው,neutral
ሀገራቱ በግድቡ ውሃ አሞላል እና አለቃቀቅ ዙሪያ የመከሩ ሲሆን በቅርቡ የተደረገው አራተኛ ዙር ስብሰባ ግብፅ በግድቡ የውሃ አሞላል ላይ ይዛ በቀረበችው አዲስ ምክረ ሃሳብ ምክንያት ያለ ስምምነት ተጠናቋል፡፡ 4/5,neutral
የብሄራዊ መዝሙሯን ሰማኸው? ከፈርጊ ቀጥሎ የሞተ ብዬዋለሁ :-),neutral
ታይ ኣምሲልኺ ኢኺ ትኻድግዮ? ክትፉኡለ ዱለቱለ ልሕስ ኣቢልኺ ብልዒ መንዳንኡ።  እንተሓዲግኽዮሞ ናይ ሂወትኺ ዓብዪ ስሕተት ??,neutral
100ሚሊያን ዩኒፎርም፣  ተማሪ ቢቀልብ ታብሌት በነፃ ብትሠጥ የአድስ አበባም  ሆነ የአማራ ህዝብ  ለክብሩ እንጂ ለሆዱ  ሲል ኖሮ እና  ተገዝቶ አያውቅም።በጥቅማጥቅ…,neutral
እኛ ሰዓት ግምገማዎች,neutral
ዶሮዋን ጨፈርንባት ወይ ጨፈረችብን ነው ሚባለው: ክቡር አምባስደር???  የበሮደውን ነገር ይተውት የናፈቅነውን ዛሬ ያገኘን እዚህ ከትልቁ ተራራ ስር ከፗቶሚክ ወን…,neutral
በጦርነት መሸነፋቸውንጂ ባድመ የኤርትራ አይደለችም፤ መጠየቅ/መንጠቅ አልነበረብንም የሚል አንድ ኤርትራዊ ከተገኘ ከምላሴ ፀጉር ይነቀል። እኛ ኢትዮጵያውያን ውስጥ እኮ ነፍ ነከርት/ነፈዝ አለ!,neutral
ጥያቄው ዊርድ ነው አልኩህኮ። መለስ አምባገነንነትን ለማጽናት እንደለፋ ከተማመንን «ሚዛናዊ ለመሆን ለዴሞክራሲ ከሠራቸው መልካም ውለታዎች ጥቀስልኝ» ማለት ት…,neutral
አቶ ኤፍሬም እንዲ የኮሜዲያን እጥረት ባለበት ሃገር ኮሜዲያንነቱንም ደርበው ቢሰሩ በጣም ያዋጦዎታል በጣም ነው ሚያዝናንኝ ብዙ ግዜ ኮሜንት ሚያረጉትከቁም ነገሩ ጋር??????????????????,neutral
ድልድይ ወገን ሰብሰብ በል ድልድዩን እንስራ ቀኑ ጨለም ሳይል ክረምት ሳያጓራ ያኛው እንዲሻገር ይኼኛውም እንዲያልፍ የላላዉም ይጥበቅ አዲሱም ይበል ከፍ ድልድይ ድንቅ ሥራ ያገናኛል ደ…,neutral
ሰኔ እና ሰኞ ሆነብኝ ነገርሽ / ነገሩ,neutral
የ7 ቤት አገው ፈረሰኞች ማህበርን በዩኔስኮ ለማስመዝገብ እየሰራን ነው። የማህበሩ ሊቀመንበር አቶ ጥላዬ አየነው,neutral
በር/አ/ደ/ሰ/ቅ/ማርያም ቤተክርስቲያን አመታዊው የአባታችን የአቡነ ተክለሃይማኖት ክብረ በዓል እሁድ ስለምናከብር መጥታችሁ የበዓሉ ተካፋይ እንድትሆኑ በአክብሮት እናሳስባለን  1350…,neutral
የውሻ ስጋ ይህን ይመስላል??????,neutral
እዚ ቤት ስገባ ቦሌ የሄድኩ የሚመስለኝ እኔን ብቻ ነው,neutral
አቶ አንዳርጋቸውም በመፅሃፋቸው ላይ ይህንን አፅንኦት ሰጥተውታል አሉ:: ማንኛውም ነገር በድርድር እንጂ በጦርነት ከአሁን በኃላ መኖ…,neutral
አለች ከነወንድሟ ኤቲፒ ቱሩ ላይ ከሲውድን! እናቱ አንዴ ፕሬስ ላይ ደውላበት አነሳና ኢት ኢዝ ማም፣ ከደወለች ታነሳለህ አለ…ሃሃሃሃ…ቆንጅዬ…ወደውት ሊሞቱ ያኔ!…ገደላቸው በሳቅ! :) <3 <3,neutral
እስኪ ለዚህ ሰው ትንሽ ሰላም ብንሰጠው ሁሉን ያሳካል። አማራው ኦነግ ሲለው ኦሮሞው ነፍጠኛ ሲለው ትግሬው ጠላቴ ሲለው ይሄ ሰው ምን ይሁን።…,neutral
በለው!! ደፋር ገ/ሃና?? አሁንም እኮ ግርፊያ በህግ ቅጣት ቢተካ ወደ ስርአት መመለሻችን ይፈጥን ነበር።  አባ ገዳ፣ ሽማግሌ ተረቱን ለእርስ በእርስ ቀድሞ ውይይት…,neutral
በሞጣ ከተማ በመስጊዶች፣ በቤተክርስቲያንና በንግድ ተቋማት ላይ በደረሰው ውድመትና ቃጠሎ ኃላፊነታቸውን ያልተወጡ የመንግስት አመራሮች በቁጥጥር ስር ዋሉ።) -…,neutral
የፌደራል መጅሊስ የሞጣን ጉዳይ ተከትሎ የተቋቋመ ንዑስ ኮሚቴ  መጅሊስ  ዝግ ስብሰባ ተቀምጠዋል። ምላሹን እንጠብቃለን!,neutral
ንጥ ጥንጥየ ፓለቲካ ምን ሊይሆን እንደሚችል መገመትን እና ጥንቆላ እንጠነቁላለን እና  - ፒፒ እና ኢዜማ የፍች processን ተሎ ይጀምራሉ፡፡  ሌላውን ለግዜው አስፈላጊ ስላልሆነ እናልፈዋለን,neutral
አሁንም አልገባኝም??,neutral
እኛ መፀለይ ያለብን ስለምድር የተጠራነውም ለዛ ነው።( ንግስና ከሰሜን )ብቻ እንዳልሆነ ማሳየት ሲገባቸው  አልክ።ድሮስ አለም ከማረከችው ክርስትያን ምን እንጠብ…,neutral
የአስር ዓመቱ የመጀመሪያ ልጥፍ,neutral
የ6ኛ ሳምንት ውጤቶች እና ቀጣይ ጨዋታዎች,neutral
ይህቺ አገር ወዴት እየሄደች ነው? ሕዝቡስ ወዴት ለመሄድ ነው የተሰለፈው? ሹፌሩ፣ ረዳቱ እና ተራ አስከበሰሪውስ ወዴት ሊጭኑ/ሊያደርሱን ነው ተራ የያዙት?,neutral
ሱራችን፤ አለሁልሽ ክብሩ ይስፋ።እኔ ደሞ ዘ አይሪሽ ማንን ዛሬ አይቼ ሌላ ወሬ የለኝም ብታይ...ሃሃሃሃ ዚ ሎቨር ኦፍ ዚ ዶንስ...ማስት ዋች እስካሁን ካላየሽው,neutral
ያለውን ትውልድ መጠበቅ ያልቻለ እንዴት ለ50 ይመኘናል !!?? ነው ወይሥ እሥኪጨርሠን ነው የሚቆያው !!!,neutral
በአሸባሪው ኅወኃት የታገቱት 4 ሚሊዬን የትግራይ ሕፃናትና እናቶች ይፈቱ አሸባሪው ኅወኃትም ለፍርድ ይቅረብ። አሊያም ኅዝበ ኢትዮጵያ ኃርነት ትግራይ (ኅኢኃት)…,neutral
አልመኝም    ተራራ ተንዶ ቢሆን  ባዶ ሜዳ ዛፎች ተመንጥረው  ቢቀር ባዶ ሜዳ ተፈጥሮ ባትመች  ብትሆን ኳን ባዳ ፣ መከራ ቢበዛ   ምንም ባይሟላ ምቾት ተንሸራቶ  ቢከትም ወደ…,neutral
እንደሚሰደቡ አውቃለሁ አንድ ጓደኛዬም የራሷን ገጠመኝ በማዘን ነግራኛለች እሷ ደግሞ ቤተሰቧን ጥየቃ ሔዳ ነው በአካባቢው ሰውች አትሰማም ብለው በራሷ ሲ…,neutral
አንተ በግልህ ተንደላቀህ ሊሆን ይችላል። የግል ሁኔታህ አይደለም ችግሬ። ሌሎች የደረሰባቸውን በደል ሲናገሩ «ኧረ ሠላም ነን ውሸት ነው» ማለት ግን ብልግናም አድ…,neutral
መርጠን ፓርላማ ከምንልካቸው ሰዎች መካከል ምን ያህሉ ስለዚህ ጉዳይ የእውነት ገብቷቸውና የሚጠቅመንን ነገር አመዛዝነው ይወስኑልናል? በቅስቀሳ ወቅትስ ስንቱ ይህን ነገር በሚገባን ቋን…,neutral
በኢትዮጽያ ፖለቲካ፥ የአንዳርጋቸው ፍኖተ ካርታ፤የብርሀኑ ነጋ ከምርጫ ቦርድ ውስጥ አለንበት፤ የቧ-ያለው  ከፊት ያለው  አረፈ ነው ና የለማ ከብልፅግና ፓርቲ/ውህደት መቃወም ያለው ያ…,neutral
ምን ያን ያህል ውድ አይሆንም  አንድ 3.5 million birr ቢሆን ነው??,neutral
የታገቱት የአማራ ተማሪዎች ብቻ ሳይሆኑ የሁላችንም ኢትዮጵያዊያን ልጆች ናቸው። የዛሬው ሰላማዊ ሰልፍም ስልጣኔ የታየበትና ለአዲሲቷ ኢትዮጵያ የሚበጅ ነው!!?? ~አቶ ሙስጠፌ መሃመድ ኡመር htt…,neutral
Ephi Buze ።።ተመለሽ።። ብሎ መቷል  ??????????ተመለሸ??????????❤️  ማን ናት ምትመለሰው ? ለምንድን ነው ምትመለሰው ? ጓዶች አብረን ብንጠብቅ አይሻልም።  አዲስ ሰራ አዲስ ሀሣብ…,neutral
ለኢዜማ ቡችላ መስሚያዩ ጥጥ ነው እዛው አንቺ ስገጂለት መርዝ ይሄ ሁሉ ሰው ሲታረድ ሲደበደብ ሲጨፈጭፉ ቤተክርስቲያን ሲቃጠል ዝም ጭጭ ብላቹሁ…,neutral
World Population Review ሰኔ ወር 2019 ባወጣው ሪፖርት  ሐገራችን ኢጥዮጵያን ብዙ የህዝብ ቁጥር ካላቸው የዓለም ሐገራት ውስጥ በ112,neutral
የፌደራሉ ከፍተኛ ፍርድ ቤት በእነ አቶ አብዲ መሃመድ የክስ መዝገብ የአቃቤ ህግ ምስክርን ለመስማት ቀጠሮ ሰጠ  ከጥር 14 እስከ ጥር 22 2012 ዓም ድረስ የአቃቤ ህግ ምስክርን ለ…,neutral
ደምቢ ዶሎ ዩኒቨርሲቲዎች ተማሪዎቻቸው እስከ ነገ ትምህርት ካልጀመሩ ግቢዎቻቸውን ለቀው እንዲወጡ አሳሰቡ። ከወለጋ ዩኒቨርሲቲ ተማሪዎች መካከል የመልቀቂያ ሰነድ መሙላት የጀመሩ መኖራቸውን…,neutral
?????????? አድናቆት አብኖርማል ሆነብኝ የምትል የመጀመሪያው ሰው ስትሆን ግራ አጋባኸኝ እኮ ካስሽ (ደግሜማ ካሳዬ አልልም ??) ሜሮን ተብላ ስትጠ…,neutral
ሊዝ አቢይ እንዲያ ያለው ገዱን እንገልሃለን ብለው አስፈራርተው በተነሳበት ቦታ አምባቸው ስለተቀመጠ ነው።,neutral
አምላክ ሆይ እባክህ ታረቀን እረ በቃችሁ በለን ወየው እናት መሆን ውይ ውይ ምን አይነት ነገር ደረስብን የሚስቀጥጥ እረ እግዚኦ ወየው ልጆቼ ውይአለመታደል,neutral
ትህነግ / እያፋጁ መኖር ፖሊሲ /የወደቀበትን መንገድ ፅንፈኞች አሁንም ማንጠልጠል ይፈልጋሉ ምድረ ሳልባጅ።,neutral
ውድ ኢትዮጵያውያን ወንድሞቼ እና እህቶቼ እንኳን ለ 2012 ኛው የኢየሱስ ክርስቶስ የልደት ቀን መታሰቢያ አደረሳችሁ። ይህንንም አስመልክቶ የሚከበረው የገና በዓል የደስታ እንዲሆንላ…,neutral
ይሄ ጠረጴዛው ላይ ያለው plant ያድጋል? የሚመለከተው አካል ስላገኘሁ ነው መጠየቄ! ??   አመሰግናለሁ!,neutral
ይቅርታ ኣርጉልኝና ?????? ስልክ????☎️☎ በምንደዋወልበት ጊዜ እባካቹ ፖለቲካ ኣታዋሩኝ። ኣደራ ኣደራ,neutral
በአዲስ አበባ በተካሄደው በዚህ የመጨረሻ የቴክኒክ ውይይት ቀድሞ ስምምነት ተደርሶበት ከነበረው በተለየ፣ ግድቡ ከ12 እስከ 21 ዓመታት እንዲሞላ የሚያደርግ የጊዜ ሰንጠረዥ ግብፅ ማ…,neutral
ጋዜጠኝነት ራሱ ገለልተኛ መሆንን የሚጠይቅ መስሎኝ። በዚህ አካሄድ የኢትዮጵያ ህግ አስከባሪ ፖሊሶች ማህበርም እንጠብቃ። መልካም እድል ግን።,neutral
ይሄ ንቅል የሆነ ሰውዬ በቀጣይ ታላቅ መዘዝ ይዞ እንደሚያስጨርሰን ነው! እንዴት እንዴት ነው እሚያስፈራራው ባራክ ኦባማን በኢራን ጉዳይ እንዳላብጠለጠለ አሁን እሚፅፈውን እዩት  :),neutral
በታሪክ የቀረ club ደጋፊ ስትሆን..የጥንት ጨዋታ እያዩ መዝናናት ግድ ይሆንብሀል??,neutral
ሉቃስ 2 (Luke) 14፤ ክብር ለእግዚአብሔር በአርያም ይሁን ሰላምም በምድር ለሰውም በጎ ፈቃድ፡ አሉ። መልካም የጌታ ኢየሱስ ልደት????❤,neutral
የ5ኛ ሳምንት የኢትዮጵያ ፕሪምየር ሊግ ዐበይት ጉዳዮች,neutral
ኢዜማ ?? በሀዋሳ! በክፍለ ከተማ ከሚገኙ ቅርንጫፎች በተጨማሪ አረብ ሠፈር መቻል ህንጻ በሚገኘው የፓርቲው ጽ/ቤት በአባልነት መመዝገብ ይቻላል፡፡,neutral
ህዳር 27 ቀን እመቤታችም ድንግል ማርያም አርፋበት ወደ ነበረው እመምህረት ጋራ መንፈሳዊ ጉዞ...,neutral
ፈጣሪ ይቅር ይበለኝና ያርቅላቸው ልል አልችልም ምንም እንኳን የዝሆኖች ጥል ለሳሩ የሚተርፍ ቢሆንም። እዛ ደግሞ መፈሳፈስ ድንች የመላጥ ያክል ቀላል ነው ??????,neutral
ሰዉ ግን ምን ነክቶት ነው,neutral
የተባበሩት አረብ ኢሚሬቶች አልሸባብ በሰሜን ኬንያ ላሙ ያደረሰውን ጥቃት ማውገዟን የአገሪቱ የውጭ ጉዳይና ዓለም አቀፍ ትብብር ሚኒስቴር አስታወቀ፡፡,neutral
ቦታው የት ነው?,neutral
ትኩረት ወደ ዪኒቨርስቲ!!!  የኢትዮጵያ መጻኢ እድል የሚወሰነው ዪንቨርስቲ ውስጥ ባለው የሰው ሀይል ነው።,neutral
እኔ ምናውቄ!   አይደለም እንዴ?,neutral
አባ ልጅ ባልሆን ይቆጨኝ ነበር??no kofiya??,neutral
ያሳዝናል!!! የጎንደርን ሰላም የማይፈልጉ አሸባሪዎች ዛሬም የሽብር ስራቸውን እየሰሩ ነው።የጥምቀት በዓልን በደመቀ ሁኔታ ለማክበር ዝግጅቱን ያዩ፤ አይናቸው የሚቀላው ሰይጣን የቅማንት ቡድኖች ናቸው።,neutral
ኣቦታትን ኣዴታትን ክትደፍር ትብዓት ዝረኸብካ ጅፍጁፍ ዓጢነ፣ሎሚ ኣእዳዉ ሓፋሽ ምስ ተዘርግሐ ዓመጽ ተፈጺሙኒ ክትብል ክትሓንኽ ይግብኣካ። ሎሚ ብእንቃቕሖ ሓሊፉልካሎ ጽባሕ እንታይ ይመጸካ ኣቐዲ…,neutral
እንደየ አገባቡ የማኀፀንሽ ፍሬ ወይም ፍሬ አልባ ነገር።,neutral
ዜጎች ለማኅበራዊ ፍትህ (ኢዜማ) ሐዋሳ ከሚገኙ አባላት፣ ደጋፊዎች እንዲሁም ከአካባቢው ነዋሪዎች ጋር የፓርቲው ከፍተኛ መሪዎች በተገኙበት ሕዝባዊ ውይይት ያካሂዳል።  ቅዳሜ ጥር 2…,neutral
የአሰልጣኞች አስተያየት | ቅዱስ ጊዮርጊስ 2-1 መቐለ 70 እንደርታ,neutral
አንዳንድ የቲውተር ሰዎች የተመታ ሀሳብ ያነሱ እና የሆነ ሰው እንዴት? ወዴት? ለምን? ብሎ ሲያፋጥጣቸው  እንትናዬ ብለው  የሚጀምሯት ነገር ትመቸኛለች:: ጥሩ የፀብ ማብረጃ…,neutral
ምናለ በጌታ ልደት ቀን እንኳ ይኼ ክፉ ልሳንህን እረፍት ብትሰጠው,neutral
የአዲስ አበባ ከተማ የአስተዳደር ወሰን መቼ እልባት ሊሰጠው ነው? የአዲስ አበባ ከተማ ወሰን ከተማው በቻርተር ሲቋቋም የነበረበት ቦታ ብቻ ነው:: ከዚያ ውጪ ያለው ቦታ ወደኦሮሚያ ክልል መመለስ አለበት::,neutral
1ኛ ዮሐንስ 4 16፤ እኛም እግዚአብሔር ለእኛ ያለውን ፍቅር አውቀናል፥ አምነንማል። እግዚአብሔር ፍቅር ነው፥ በፍቅርም የሚኖር በእግዚአብሔር ይኖራል እግዚአብሔርም በእርሱ ይኖራል።,neutral
ከፊት 25 ከኋላ 52 ቁጥር በሆነች አውቶብስ እየሄድኩ ነው። ጌታ ሆይ በዋዜማው ወደ ፊንፊኔ እንዳይወስዱኝ። ??,neutral
ሳትለምኚኝ የምትሄጂው ዝም ብሎ ሀገር መሰለሽ እንዴ?,neutral
በጋራ እንሰጣጥ የሚለው አማርኛ ምን ይመስልሃል ታድያ አንቴ?,neutral
ውሸት እገድልሃለሁ,neutral
X + ሎሚ+ ነጭ ሽንኩርት=ባህላዊ ህክምና,neutral
የዘመኑን ስጋት እኔም የምጋራው ነው። በተለይ ከጎሳዬ (የቴዲን ነገር ...) ወዲህ መጠበቅ እራሱ ያስፈራኝ ይዟል። ያው አብርሀም ከጎ…,neutral
በአማርኛ ከሆነ ጉዳት የለዉም- ካለዚያማ ስንቱ ዳታቤዝ ሆኖ ይቀር ነበር,neutral
እውነቱን የመናገር ግደታ አለብን።,neutral
???? ማን ምን አስነክተኸው ነው? ይሄ ከነ እንጨቱ ነው መሰለኝ,neutral
ምን እያለ ነው?,neutral
እንደዛ አይደል የሚባለው ???,neutral
አይ ከሁለታችን አንዱን ይጠብቃሉ ምሉደይአ ቼኞደጓ የእሱ ጓደኛ ነበርኩ ይአ,neutral
ማውራት ያለብን ስለ ኑሮ ውድነት ነው like በየቀኑ! እናንተ አስቤዛ አታረጉም መሰለኝ የሚያስጨንቃቹ ፖለቲካ ነው ??,neutral
አራጆቹና መሪዎቹ የነፍጠኛንሥርዓት የሚናፍቁት መሆኑ በመረጃ እጅከፍንጅ የተያዙመሆኑ ያውቁይሆን?ሻሸመኔ በቅርቡ ቤ/ክ ሊያቅጥሉ ሲሉ የተያዙትን ወጣ…,neutral
የመንግስት ሚናው ምንድን ነው ? ወንጀል በየቦታው አለ ። መሪዎቻ ህግ ከማስከበር ይልቅ እንደማንኛውም ተራ ህዝብ ሀሳብ ሰጪ ሆኑ ፣ ጥርስ የሌለው አንበሳ,neutral
ለመጪው አገር አቀፍ ምርጫም በተመሳሳይ,neutral
ጋዜጠኞችን ዛሬ EBS የቤተሰብ ጨዋታ ላይ አየሁ- በምርጫ ወቅት ፖለቲከኞች ለህዝብ ምን ቃል ይገባሉ ተብሎ ከቀረቡ  4 ጥያቄዎች ዉስጥ ፖለቲከኞች የመለሱት አንዱን ብቻ ነዉ- መራጩ…,neutral
የጉራጌ ማህበረሰብ ተንቀን ማንነታችንን ክብራችን ታታሪነታችን  ፍቅራችን  ህዝባችን ታጋዮቻችን ኤርሚያሳችን ዳውዳችን ሚፍታችን ተነጥቀን  ብልፅግና  ሚባል ፈፅሞ አናውቅም,neutral
እና ከዚያ በፊት በጣም ረጅም ጊዜ ይሆናል ሃአ እኔ ማን ነበርኩ የሚል ማንም አልነበረም ልናሆይ ዜጊ ምጅረ ምጣበ ትፊበ ያዚከ ናእ,neutral
አንገት እንጂ ደረት እዛ ሄደ እንዴ? ?? ?????♂️,neutral
ከባህርዳር ከተማ ወጣ ብሎ በቤዛዊት ተራራ አናት ላይ ሰፍሮ የሚገኘውና በፌድራል/በብሔራዊ ቤተመንግስቶች አስተዳደር ስር የሚተዳደረው የአፄ ሀይለስላሴ ቤተመንግስት ከፍተኛ ማስፋፋትና ዕድሳ…,neutral
አስተማሪ ጋር አትጣላ man... ባለፈው ብናስቀይመው እንደ ታሪክ አስታውሶ ፈተና ላይ.... የአፄ ቴዎድሮስን የግራ እግር ካልሲ የበላችውን አይጥ ተከታትሎ ድል የነሳት ጀግናው ግራ…,neutral
ሕወሓት ከአዲሱ የብልፅግና ፓርቲ ጋር እንደማይዋሀድ በድጋሚ አስታውቆ፣ ከፌዴራሊስት ኃይሎች ጋር በጥምረት፣ በግንባርና በትብብር አብሮ ለመሥራት ዝግጁ መሆኑን ገልጿል።,neutral
The conclusion is on 7-27  ስለ ሕዝቡ ኃጢአት ዕለት ዕለት መሥዋዕትን ሊያቀርብ አያስፈልገውም፤,neutral
ወዮ የት አባቴ ልሂድላችሁ ?? ... የቀድሞ ተማሪዎቼን የማላገኝበት የት ልሂድ - ትልልቅ ሰው ሆነው ገና 30ን ሳላጋምስ አስረጁኝ እኮ ?? ... Im so proud of you guys ????????????,neutral
እንዲሁም በሀገር ልማት ጥናት ኮሌጅ በግብርና እና በሳይንስ ዘርፎች ከፍተኛ ጥናት ያከናወኑት ዶክተር በላይ ስምዓኒ እንዲሁም በዚሁ ኮሌጅ በጂኦግራፊ ትምህርት ለረጅም ዓመታት ጥናት ያ…,neutral
?????♂?????♂ እርግጠኛ አልነበርኩም  ??,neutral
ጎዳና እና ካናል ካፌ ፣ ጣና እና ረውዳ ሆቴል ለተዝናነዉ 3. ባጃጅ ሳይኖር በፔጆ ተሳፍረን የሄድነው 4. ከትምህርት በኅላ ቁርቁራና ለበንያ የበላነው 5. Orential ብርቅ ሆ…,neutral
ታስረው የነበሩ የዋልድባ መነኮሳት ከእስር ሲፈቱ ለትራንስፖርት ከኪሱ ወጪ አድርጎ የአውሮፕላን ቲኬት የቆረጠላቸው አህመዲን ጀበል ነው። አህመዲን ማን እንደሆነ እነዚህን አባቶች ጠይቋቸ…,neutral
በክልሉ የልማት ፕሮጀክቶች ላይ የሚታየውን ስርቆት ለመከላከል «የኢንድስትሪ ፖሊስ» በመተግበር ላይ መሆኑን የክልሉ ፖሊስ ኮሚሽን ገለጸ,neutral
ዜጎችን ለአእምሮ ጤና እክል የሚዳርጉ ምርቶች ላይ ሊጣል ውይይት እየተደረገበት የሚገኘው የኤክሳይዝ ታክስ መጠን ሊጨመር ይገባል ሲሉ ባለድርሻ አካላት ጠየቁ።) -…,neutral
ሀገር እኩያ አድርገው ቀርጸዋቸው ተናነቃቸው...,neutral
የኢትዮጵያ ብሮድካስቲንግ ኮርፖሬሽን አስተዳደር በትግራኛ ቋንቋ ክፍል ላይ ያልተገባ ተጽእኖ እያሳደረ ነው ሲሉ የትግራኛ ክፍል ባልደረቦች ለቢቢሲ ተናገሩ።,neutral
በወለጋ ዩኒቨርስቲ ልጆቻችን ላይ በደረሰው አደጋ እጅጉን አዝኛለሁ! ለቤተሰቦቻቸው መፅናናትን እመኛለሁ! ???? — feeling heartbroken,neutral
ዝምበይ ቋጣሪ,neutral
መሃል ላይ ል ረስተው ነው,neutral
ትራኡማ ውስጥ ሆነው ስለሚጽፉ አላምናቸውም።ለዚህ እንደውም አሪፍ ማሳያ የብሬ የነጻነት ጎህ ምናምን የሚለው ነው። መ…,neutral
የህወሓት አስቸኳይ ጠቅላላ ጉባኤ ፓርቲው ብልጽግናን እንደማይቀላቀል ወስኗል። ኢሕአዴግን አፍርሶ አዲስ ፓርቲ መመሥረት ታሪክ የማይረሳው ስህተት ነው ብሏል። ውሳኔው ከዚህ ቀደም በ…,neutral
አለቃ ፣ በእሷ ላይየሚነሱት ሁሉ ነፍሳት ያወግዛቸዋል። በአስሦስቱአጋንንት ስም ነፍስህን በገሃነ እሳት ነበልባልውስጥ ለዘለአለም ሥቃይ ብትኮንንይህን ሰው…,neutral
የሠለጠኑ አገርች በአካባቢ ጥበቃ ላይ ቁርጠኛ ባለመሆናቸው አለም በሠደድ እሳት እየተለበለበች፣ እየተቃጠለች ነው!!,neutral
የሙስሊም መስገጃዎች ሲቃጠሉ የሙስሊም ንብረት ሲወድሙ ላልምዘገብ ጠፍተህ የመጣኸው ልጅ እንዴት ነክ ደናነክ??,neutral
የኢትዮጵያ ግብርና ያሉበትን መሰናክሎች እንዴት ይለፋቸው?,neutral
የኢራን ሚሳኤል ተኩስ ልክ ድሮ አልችለውም ግን ከነካኝ አልፈራውም እንደምንላት ዲፕሎማሲ ነበረች፡፡ ልተኩስ ነው ብላ ለኢራቅ አሳውቃለች፡ ደሞ 1ም ሰው አልሞተም፡፡ 3ኛው የአለም ጦርነት ወፍ የለም፡፡,neutral
በጥቂት ወሮ በሎች የዋህ እና ያልበሰለ አእምሮአቸው ስለተሰለበ ነው ብዬ አምናለሁ። እኛ (28-33 እድሜ) ስናድግ ይህ መርዛማ ስርአት ገና ስር አልሰደደም ነበር። አሁን ግን እውነታው ሌላ ነው።,neutral
ፈጣሪየ ሆይ ብድር የማያስፈረውን የመንግስታችንን ልቦና ስጠኝ 2.9 ቢሊየን ዶላር ሌላ ብድር,neutral
ባሳለፍነው አርብ በኦሮሚያ ክልል ቄለም ወለጋ ዞን ሰዮ ወረዳ ጉቴ ሰዮማ ቀበሌ በሚኖሩ የአማራ ተወላጆች ላይ ታጣቂዎች ጥቃት ከፍተው 4 ሰዎች መግደላቸውን ሸሽስ…,neutral
እሥክንድር ነጋ ከ23ቱ የአዲሥ አበባ ወንበሮች አንዱን ከተሸነፍኩ ከፖለቲካው ራሤን አገላለሁ! እያለ ነው! ••• ! :D :D :D ! ፖለቲካው ውሥጥ ነው እንዴ ያለው አሁን?,neutral
ህወሓት የነጃዋርን የምርጫ ቅንጅት ካልተቀላቀለች እውነተኛ ፌደራሊስት የሚለው ቅጽል ትርጉም ሊያጣ ይችላል። ህወሓትን እና ጃዋር ወደ ድርድር እና ቅንጅት እንደሚገቡ ተስፋ አደርጋለሁ።,neutral
?? ኖረ እይባልም ይሄ ... አስበሀዋል ያን ሁሉጊዜ ምን ሲያደርግ እንደነበረ,neutral
ይሄ የወያኔ ስራ ነው ወያኔ የሌባብድን ካልጠፋ  ኢትዪጽያ ሰላም አታገኝም ወያኔ በዘረፍው ገንዘብ ድሩዩ እየገዛ ዶክተር አብይ ማስተዳደር  እንደማይችል ለማረግ ነው የወያኔ ሀሳብ።,neutral
የመጨረሻኮ እግዜርን የሆነ ክፉ ነውሚያረጉት ???♀️ ....and he is not ???? !!!,neutral
የተቀናበረ ጥቃት ጀርባ «የክልሉን መጅሊስ ሊያፈርሱ የሚንቀሳቀሱ» ሙስሊሞች መኖራቸውን እና ለሚወሰደው እርምጃም ሕዝቡ በጥቆማ እንዲተባበር ጠይቀዋል። ይገርማል!   ?? ተጠቂዎቹም ተዘራፊዎቹም…,neutral
እየዞርክ ብላ አንተ ምን አለብህ,neutral
ሀሀ በጣም አስቂኝ,neutral
ሊሆን ይችላል ለምን ካልን የኦሮሞ ህዝብ አንዱ የኢትዮጵያ አካል ስለሆነ ይህን ስል ግን የኦሮሞ ህዝብ ብቻውን የኢትዮጵያ ሕልውናን ይወጣል ወይም ማስተካከል ይችላል…,neutral
የኢኮኖሚ እድገትን መሰረት ያደረገው የ10 አመቱ መሪ እቅድ እና የምርጫ 2012 ስትራቴጂ ውይይት የሚደረግባቸው ዋነኛ ጉዳዮች ናቸው ተብሏል።,neutral
ለመበደር አትፍራ  ለመክፈል አቸኩል  ከቻልክ ለማረሳሳት ሞክር  ይሄን ያልከኝ ልጅ ደህና ነህ በልልኝ,neutral
